season,name,team,era,pa,win_shares,average,power,walks,speed,pct_appearances_1,pct_appearances_2,pct_appearances_3,pct_appearances_4,pct_appearances_5,pct_appearances_6,pct_appearances_7,pct_appearances_8,pct_appearances_9
2013,David Ortiz,BOS,2010-present,600,18,4.5,4.8,4.6,2.2,0.0,0.0,10.5,89.2,0.0,0.0,0.2,0.2,0.0
2014,David Ortiz,BOS,2010-present,602,14,2.0,4.8,4.6,0.0,0.0,0.0,73.9,25.1,0.2,0.0,0.3,0.0,0.5
2015,David Ortiz,BOS,2010-present,614,17,2.8,4.8,4.6,0.0,0.0,0.0,38.3,59.9,1.3,0.0,0.0,0.0,0.5
2016,David Ortiz,BOS,2010-present,626,21,4.7,5.0,4.6,0.6,0.2,0.0,31.5,66.8,0.0,0.6,0.2,0.3,0.5
1984,Spike Owen,SEA,1970-2009,591,14,0.4,0.8,2.3,4.2,2.4,35.4,0.0,0.0,0.0,0.0,0.2,0.2,61.9
1986,Spike Owen,- - -,1970-2009,593,7,0.3,0.4,2.4,3.1,13.3,6.1,0.0,0.0,0.0,0.0,16.4,30.4,33.9
1987,Spike Owen,BOS,1970-2009,504,7,1.1,0.2,3.2,3.3,0.2,2.2,1.0,0.0,0.0,0.0,0.8,71.8,24.0
1989,Spike Owen,MON,1970-2009,522,10,0.6,1.2,4.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1990,Spike Owen,MON,1970-2009,533,11,0.3,1.6,4.4,2.5,0.8,14.8,0.2,0.2,0.0,0.0,1.7,81.2,1.1
2007,Dustin Pedroia,BOS,1970-2009,581,18,4.4,1.0,2.0,2.6,23.2,50.6,0.9,0.3,0.0,0.0,0.0,1.4,23.6
2008,Dustin Pedroia,BOS,1970-2009,726,27,4.9,2.2,1.5,4.0,10.9,85.1,1.1,2.9,0.0,0.0,0.0,0.0,0.0
2009,Dustin Pedroia,BOS,1970-2009,714,24,3.4,1.9,3.3,3.3,16.2,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Dustin Pedroia,BOS,2010-present,731,30,4.6,2.3,4.4,3.2,0.0,78.8,5.5,15.0,0.5,0.0,0.0,0.1,0.0
2012,Dustin Pedroia,BOS,2010-present,623,20,3.8,2.3,2.0,3.6,0.0,55.9,43.2,1.0,0.0,0.0,0.0,0.0,0.0
2013,Dustin Pedroia,BOS,2010-present,724,24,4.3,0.8,3.5,3.0,7.2,0.7,92.0,0.0,0.0,0.0,0.0,0.0,0.1
2014,Dustin Pedroia,BOS,2010-present,609,18,3.3,0.7,3.1,1.3,20.9,49.8,29.4,0.0,0.0,0.0,0.0,0.0,0.0
2016,Dustin Pedroia,BOS,2010-present,698,21,4.8,0.8,3.2,1.9,30.5,67.3,0.0,1.9,0.0,0.0,0.1,0.0,0.1
2010,Cliff Pennington,OAK,2010-present,576,18,1.0,1.1,2.7,4.7,20.8,0.9,0.0,0.0,0.5,0.0,0.7,8.0,69.1
2011,Cliff Pennington,OAK,2010-present,570,10,2.2,0.5,1.7,2.5,0.9,30.0,0.5,0.0,0.0,5.4,8.6,6.7,47.9
2005,Jhonny Peralta,CLE,1970-2009,570,20,3.6,4.0,3.6,1.7,0.0,0.0,50.0,0.0,0.7,6.0,1.4,9.5,32.5
2006,Jhonny Peralta,CLE,1970-2009,632,9,0.5,1.3,3.0,1.3,0.0,0.0,50.6,0.0,5.1,22.2,18.0,3.2,0.9
2007,Jhonny Peralta,CLE,1970-2009,647,16,1.6,2.2,2.9,1.8,0.0,1.4,3.7,0.0,36.0,42.3,14.5,1.9,0.2
2008,Jhonny Peralta,CLE,1970-2009,664,18,2.1,3.0,1.5,2.9,0.0,3.2,3.2,56.9,25.0,10.4,1.1,0.0,0.3
2009,Jhonny Peralta,CLE,1970-2009,645,10,0.8,0.9,1.8,0.1,0.0,0.9,2.0,28.8,48.5,14.4,4.2,0.9,0.2
2010,Jhonny Peralta,- - -,2010-present,615,14,0.8,1.8,2.7,1.0,0.0,0.0,0.7,7.3,42.8,36.7,11.5,1.0,0.0
2011,Jhonny Peralta,DET,2010-present,576,22,4.1,2.7,1.5,1.0,0.5,0.0,0.0,0.2,2.8,43.2,50.2,2.8,0.3
2012,Jhonny Peralta,DET,2010-present,585,12,0.7,1.6,2.6,1.0,0.0,0.0,0.3,0.0,5.1,20.9,58.1,15.2,0.3
2014,Jhonny Peralta,STL,2010-present,628,26,1.8,3.6,3.4,0.4,0.0,8.8,2.7,13.4,37.3,17.5,19.7,0.0,0.6
2015,Jhonny Peralta,STL,2010-present,640,15,2.6,1.7,2.5,0.5,0.0,0.6,42.5,38.8,17.5,0.0,0.0,0.0,0.6
2017,Tommy Pham,STL,2010-present,530,25,4.3,3.3,4.4,4.5,1.7,74.9,3.8,0.0,1.3,8.1,6.2,2.1,1.9
2018,Tommy Pham,- - -,2010-present,570,19,3.3,2.9,4.1,4.6,16.3,48.1,10.0,15.3,1.6,4.9,0.5,2.8,0.5
2019,Tommy Pham,TBR,2010-present,654,19,2.5,1.5,4.4,3.6,4.3,84.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0
2021,Tommy Pham,SDP,2010-present,561,11,0.5,1.3,4.5,3.5,50.4,2.3,1.1,10.2,15.3,8.2,7.5,0.4,4.6
2022,Tommy Pham,- - -,2010-present,622,10,1.0,1.2,2.6,3.3,32.6,3.9,63.2,0.0,0.3,0.0,0.0,0.0,0.0
2003,A.J. Pierzynski,MIN,1970-2009,533,19,4.5,1.9,0.4,2.1,0.0,0.2,0.0,0.4,9.9,6.2,40.7,42.4,0.2
2004,A.J. Pierzynski,SFG,1970-2009,510,9,1.8,1.2,0.0,0.5,0.4,0.0,0.0,1.8,21.8,48.0,24.5,2.0,1.6
2006,A.J. Pierzynski,CHW,1970-2009,543,14,3.3,1.8,0.3,0.5,0.0,0.0,3.3,0.0,19.5,68.7,6.8,1.1,0.6
2007,A.J. Pierzynski,CHW,1970-2009,509,10,1.1,1.6,0.5,0.5,0.0,0.0,10.4,4.5,52.8,20.6,4.7,1.6,5.3
2008,A.J. Pierzynski,CHW,1970-2009,570,11,2.5,1.3,0.1,0.8,0.0,66.3,0.0,0.0,5.1,21.8,2.5,3.7,0.7
2009,A.J. Pierzynski,CHW,1970-2009,535,13,3.6,1.1,0.3,0.3,0.0,0.7,24.7,0.7,16.4,34.8,20.9,0.4,1.3
2010,A.J. Pierzynski,CHW,2010-present,503,11,2.5,1.2,0.0,0.5,0.0,10.7,0.0,2.8,6.8,41.6,30.6,7.2,0.4
2012,A.J. Pierzynski,CHW,2010-present,520,17,3.0,4.1,0.7,1.4,0.0,0.2,0.8,0.0,31.0,66.0,0.2,1.7,0.2
2013,A.J. Pierzynski,TEX,2010-present,529,10,2.6,2.1,0.0,0.9,0.0,0.0,3.2,0.0,72.8,10.6,10.8,0.8,1.9
2015,Kevin Pillar,TOR,2010-present,628,21,3.2,1.2,0.4,4.1,0.0,0.0,0.0,0.0,3.8,8.1,32.0,50.6,5.4
2016,Kevin Pillar,TOR,2010-present,584,16,2.2,0.3,0.4,3.4,15.8,0.0,0.0,0.0,3.6,13.9,28.9,27.7,10.1
2017,Kevin Pillar,TOR,2010-present,632,15,1.6,1.0,0.6,3.0,42.7,0.0,0.0,0.0,7.3,19.3,7.6,21.4,1.7
2018,Kevin Pillar,TOR,2010-present,542,14,2.0,2.3,0.1,3.9,1.5,3.9,0.0,2.2,48.7,24.2,8.9,5.4,5.4
2019,Kevin Pillar,- - -,2010-present,645,13,1.4,1.4,0.0,4.1,2.6,0.0,6.0,0.0,22.8,35.2,27.8,4.7,0.9
2020,Kevin Pillar,- - -,2010-present,223,5,4.0,2.0,0.6,4.7,21.5,23.8,1.8,0.0,33.6,2.2,15.7,0.9,0.4
2001,Placido Polanco,STL,1970-2009,610,21,3.9,0.0,0.1,3.8,1.5,90.7,3.8,0.2,2.0,0.2,0.2,0.7,1.0
2002,Placido Polanco,- - -,1970-2009,595,18,3.4,0.7,0.3,2.5,0.8,69.2,0.2,0.2,2.2,6.6,15.6,3.2,2.0
2003,Placido Polanco,PHI,1970-2009,554,19,3.1,2.1,1.6,4.3,14.4,83.2,0.0,0.0,0.7,0.5,0.7,0.0,0.4
2004,Placido Polanco,PHI,1970-2009,555,13,3.8,1.3,0.3,1.6,1.8,88.8,0.7,0.0,1.4,5.2,0.0,0.0,2.0
2005,Placido Polanco,- - -,1970-2009,551,22,5.0,0.9,0.9,2.4,41.9,52.6,0.7,0.0,0.9,1.1,1.5,0.5,0.7
2007,Placido Polanco,DET,1970-2009,641,25,4.9,0.8,0.5,2.8,1.7,97.5,0.2,0.0,0.0,0.0,0.0,0.0,0.6
2008,Placido Polanco,DET,1970-2009,629,19,4.4,0.6,0.5,3.0,0.0,99.2,0.5,0.0,0.0,0.2,0.0,0.0,0.2
2009,Placido Polanco,DET,1970-2009,676,17,2.8,0.7,0.5,3.0,1.5,97.5,0.0,0.0,0.0,0.3,0.0,0.7,0.0
2010,Placido Polanco,PHI,2010-present,602,19,4.1,0.5,0.6,2.7,3.8,82.2,13.6,0.0,0.0,0.0,0.0,0.0,0.3
2011,Placido Polanco,PHI,2010-present,523,14,2.9,0.1,2.0,1.0,1.1,57.6,23.5,0.0,8.0,1.5,7.3,0.2,0.8
2000,Jorge Posada,NYY,1970-2009,624,26,2.7,4.0,4.9,0.5,0.0,10.3,0.0,0.0,13.6,39.3,34.0,2.7,0.2
2001,Jorge Posada,NYY,1970-2009,557,18,2.5,3.1,3.8,0.3,0.0,0.7,0.0,0.0,56.7,25.1,16.7,0.4,0.4
2002,Jorge Posada,NYY,1970-2009,598,20,2.0,3.0,4.5,0.6,0.0,0.0,0.0,0.7,62.2,32.3,3.0,0.3,1.5
2003,Jorge Posada,NYY,1970-2009,588,25,2.7,4.2,4.9,0.2,0.0,0.0,0.9,19.7,21.1,52.2,4.6,1.2,0.3
2004,Jorge Posada,NYY,1970-2009,547,21,1.6,3.5,4.8,0.2,0.0,0.0,0.0,1.1,36.9,53.4,4.8,2.9,0.9
2005,Jorge Posada,NYY,1970-2009,546,20,1.1,2.4,4.3,0.4,0.0,0.4,0.0,0.0,7.7,29.3,54.0,7.7,0.9
2006,Jorge Posada,NYY,1970-2009,545,20,1.7,3.8,4.1,1.6,0.0,0.0,0.2,5.9,37.1,27.7,20.9,5.0,3.3
2007,Jorge Posada,NYY,1970-2009,589,23,4.9,3.8,4.2,1.7,0.0,0.0,0.0,1.9,36.3,47.4,11.0,0.8,2.5
2012,Buster Posey,SFG,2010-present,610,37,5.0,4.0,4.4,0.5,0.2,0.2,0.8,98.4,0.0,0.0,0.0,0.2,0.3
2013,Buster Posey,SFG,2010-present,595,26,3.9,2.6,3.6,0.8,0.2,0.0,33.3,65.5,0.2,0.0,0.3,0.0,0.5
2014,Buster Posey,SFG,2010-present,605,29,4.7,3.6,2.5,0.5,0.0,0.0,82.1,17.0,0.0,0.2,0.2,0.2,0.3
2015,Buster Posey,SFG,2010-present,623,27,4.8,2.2,3.3,0.7,0.0,0.0,6.3,92.3,0.0,0.2,1.0,0.2,0.2
2016,Buster Posey,SFG,2010-present,614,25,3.3,1.3,3.7,2.7,0.0,0.2,37.1,61.9,0.0,0.0,0.0,0.2,0.7
2017,Buster Posey,SFG,2010-present,568,20,4.7,0.8,3.2,1.4,0.0,0.0,7.9,91.0,0.2,0.2,0.2,0.0,0.5
2009,Martín Prado,ATL,1970-2009,503,14,4.3,2.1,1.1,0.4,0.0,73.2,3.0,2.8,5.2,6.2,4.2,1.4,4.2
2010,Martín Prado,ATL,2010-present,651,22,4.5,1.9,0.9,2.6,49.0,22.7,28.3,0.0,0.0,0.0,0.0,0.0,0.0
2011,Martín Prado,ATL,2010-present,590,13,1.8,1.3,0.8,1.7,41.5,51.0,1.4,0.0,0.0,3.7,2.0,0.0,0.3
2012,Martín Prado,ATL,2010-present,690,25,4.1,1.4,2.5,3.7,1.2,90.9,3.8,0.0,3.6,0.0,0.0,0.0,0.6
2013,Martín Prado,ARI,2010-present,664,16,3.1,1.4,1.5,1.1,1.5,30.6,4.7,19.0,21.1,14.9,7.7,0.2,0.5
2014,Martín Prado,- - -,2010-present,573,15,3.4,1.9,0.4,2.6,0.0,23.7,5.9,17.1,18.5,19.5,6.8,5.2,3.1
2015,Martín Prado,MIA,2010-present,551,17,3.5,1.0,1.9,1.1,0.0,48.5,29.2,11.1,10.7,0.0,0.0,0.0,0.5
2016,Martín Prado,MIA,2010-present,658,19,4.3,0.4,1.7,1.0,0.0,76.3,17.3,0.0,5.9,0.0,0.2,0.0,0.3
2001,Albert Pujols,STL,1970-2009,676,30,4.7,4.6,3.0,1.3,0.0,0.0,7.0,60.9,24.9,6.1,0.6,0.0,0.6
2002,Albert Pujols,STL,1970-2009,675,27,4.6,4.3,3.1,1.2,0.0,0.0,19.4,80.4,0.0,0.0,0.0,0.0,0.1
2003,Albert Pujols,STL,1970-2009,685,35,5.0,4.9,3.8,1.9,0.0,0.3,89.2,10.1,0.0,0.0,0.1,0.0,0.3
2004,Albert Pujols,STL,1970-2009,692,36,4.8,4.9,3.9,1.9,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.1
2005,Albert Pujols,STL,1970-2009,700,35,4.9,4.7,4.5,3.7,0.0,0.3,99.1,0.0,0.3,0.1,0.0,0.0,0.1
2006,Albert Pujols,STL,1970-2009,634,35,4.8,4.9,4.4,1.9,0.0,0.0,99.7,0.3,0.0,0.0,0.0,0.0,0.0
2007,Albert Pujols,STL,1970-2009,679,36,4.7,4.3,4.6,0.5,0.1,0.0,99.4,0.1,0.1,0.0,0.1,0.0,0.0
2008,Albert Pujols,STL,1970-2009,641,34,5.0,5.0,4.8,1.0,0.0,0.0,99.2,0.0,0.0,0.0,0.0,0.5,0.3
2009,Albert Pujols,STL,1970-2009,700,37,4.8,5.0,4.8,2.5,0.0,0.3,99.6,0.0,0.0,0.1,0.0,0.0,0.0
2010,Albert Pujols,STL,2010-present,700,30,4.6,4.9,4.9,2.3,0.0,0.0,96.9,2.9,0.1,0.0,0.1,0.0,0.0
2011,Albert Pujols,STL,2010-present,651,23,4.1,4.6,3.1,2.4,0.2,0.3,99.5,0.0,0.0,0.0,0.0,0.0,0.0
2012,Albert Pujols,LAA,2010-present,670,20,3.5,4.3,2.0,1.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Albert Pujols,LAA,2010-present,695,19,2.8,4.2,2.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Albert Pujols,LAA,2010-present,661,17,0.7,4.4,2.6,1.3,0.0,0.0,52.5,47.5,0.0,0.0,0.0,0.0,0.0
2016,Albert Pujols,LAA,2010-present,650,12,2.4,2.7,2.1,0.9,0.0,0.0,23.1,76.8,0.0,0.0,0.0,0.2,0.0
2017,Albert Pujols,LAA,2010-present,636,3,0.7,0.9,0.9,0.5,0.0,0.0,61.3,38.7,0.0,0.0,0.0,0.0,0.0
2019,Albert Pujols,LAA,2010-present,545,7,0.6,1.8,1.9,0.5,0.0,0.0,12.5,37.1,34.7,15.0,0.2,0.2,0.4
1970,Doug Rader,HOU,1970-2009,644,20,0.7,3.1,2.3,2.3,0.0,0.0,0.0,10.9,5.7,48.8,34.3,0.2,0.2
1971,Doug Rader,HOU,1970-2009,534,12,0.6,2.4,1.8,3.1,0.0,0.0,0.0,0.4,34.1,48.7,16.7,0.2,0.0
1972,Doug Rader,HOU,1970-2009,626,20,0.7,3.9,2.7,3.2,0.0,0.0,0.0,0.0,3.2,60.5,36.3,0.0,0.0
1973,Doug Rader,HOU,1970-2009,632,16,1.2,2.9,1.5,1.2,0.0,0.0,0.0,0.6,50.3,47.5,1.3,0.0,0.3
1974,Doug Rader,HOU,1970-2009,601,18,1.2,3.4,2.7,2.3,0.0,0.0,0.0,0.0,2.3,27.5,70.2,0.0,0.0
1976,Doug Rader,SDP,1970-2009,540,18,1.1,2.4,3.3,1.3,0.0,0.0,0.2,3.9,20.7,51.1,23.7,0.0,0.4
1977,Doug Rader,- - -,1970-2009,568,15,0.5,3.5,4.3,1.6,0.0,1.1,1.8,21.3,23.6,34.0,16.5,0.5,1.2
1981,Tim Raines,MON,1970-2009,363,15,4.1,3.0,4.1,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Tim Raines,MON,1970-2009,731,17,2.6,1.1,3.5,4.8,98.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1983,Tim Raines,MON,1970-2009,720,24,3.9,2.3,4.4,4.9,98.2,0.0,0.6,0.0,1.1,0.0,0.0,0.0,0.1
1984,Tim Raines,MON,1970-2009,718,27,4.4,2.1,4.3,4.8,57.1,0.0,42.6,0.0,0.0,0.1,0.0,0.0,0.1
1985,Tim Raines,MON,1970-2009,665,31,4.8,3.2,4.1,5.0,98.8,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.9
1986,Tim Raines,MON,1970-2009,664,26,4.9,2.4,3.8,4.9,49.4,0.2,49.1,0.8,0.0,0.0,0.2,0.3,0.2
1987,Tim Raines,MON,1970-2009,627,32,4.7,3.4,4.4,4.8,42.6,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0
1989,Tim Raines,MON,1970-2009,618,20,3.9,2.4,4.7,4.4,47.4,0.8,1.6,49.7,0.2,0.0,0.0,0.2,0.2
1990,Tim Raines,MON,1970-2009,538,15,3.2,1.3,4.4,4.5,15.8,0.2,82.3,0.2,0.0,0.2,0.6,0.2,0.6
1991,Tim Raines,CHW,1970-2009,709,17,2.1,0.2,3.6,4.7,99.3,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.1
1992,Tim Raines,CHW,1970-2009,644,25,3.8,1.3,4.0,4.9,62.9,35.9,0.0,0.0,0.0,0.0,0.0,0.8,0.5
1994,Tim Raines,CHW,1970-2009,453,10,1.5,1.6,4.2,4.6,50.8,45.9,0.0,0.0,0.7,0.0,1.1,1.5,0.0
1995,Tim Raines,CHW,1970-2009,581,11,2.4,1.5,3.5,3.6,9.3,74.4,15.1,0.2,0.0,0.9,0.2,0.0,0.0
2001,Aramis Ramirez,PIT,1970-2009,655,23,3.6,3.7,0.8,0.5,0.5,0.0,15.3,40.3,39.7,3.8,0.3,0.0,0.2
2002,Aramis Ramirez,PIT,1970-2009,570,5,0.1,1.8,0.6,0.5,0.0,0.0,2.1,72.1,24.6,0.0,0.0,0.4,0.9
2003,Aramis Ramirez,- - -,1970-2009,670,15,1.8,3.1,0.9,0.7,0.0,0.0,3.0,53.7,23.4,19.4,0.0,0.0,0.4
2004,Aramis Ramirez,CHC,1970-2009,606,19,4.6,4.3,1.9,0.6,0.0,0.2,15.5,23.3,40.8,20.0,0.0,0.0,0.3
2005,Aramis Ramirez,CHC,1970-2009,506,16,4.2,4.5,1.1,0.3,0.0,0.0,5.1,55.3,38.7,0.0,0.2,0.0,0.6
2006,Aramis Ramirez,CHC,1970-2009,660,19,3.2,4.5,1.5,1.9,0.0,0.0,34.1,47.4,14.8,3.0,0.0,0.5,0.2
2007,Aramis Ramirez,CHC,1970-2009,558,22,4.2,4.3,1.6,0.9,0.0,0.0,0.0,94.4,5.2,0.0,0.2,0.0,0.2
2008,Aramis Ramirez,CHC,1970-2009,645,20,3.2,3.8,3.5,1.2,0.0,0.0,0.6,98.4,0.8,0.0,0.0,0.0,0.2
2010,Aramis Ramirez,CHC,2010-present,507,6,0.3,3.8,1.3,0.3,0.2,0.4,1.0,73.0,22.9,1.6,0.0,0.4,0.6
2011,Aramis Ramirez,CHC,2010-present,626,18,4.5,3.6,1.4,0.5,0.0,0.2,49.7,43.8,5.9,0.0,0.0,0.3,0.2
2012,Aramis Ramirez,MIL,2010-present,630,25,4.1,4.7,1.4,2.8,0.0,0.0,2.2,97.3,0.2,0.2,0.0,0.0,0.2
2014,Aramis Ramirez,MIL,2010-present,531,12,3.6,2.3,0.2,1.6,0.0,0.0,0.0,80.0,19.6,0.0,0.2,0.0,0.2
2015,Aramis Ramirez,- - -,2010-present,516,9,0.6,3.2,1.3,0.7,0.0,0.0,0.0,46.3,33.3,18.6,0.2,0.6,1.0
2016,José Ramírez,CLE,2010-present,618,24,4.6,1.4,1.8,3.9,1.3,3.9,4.0,2.1,55.8,24.8,2.3,1.9,3.9
2017,José Ramírez,CLE,2010-present,645,28,4.9,4.5,2.1,4.5,0.0,0.2,38.0,5.1,41.6,15.2,0.0,0.0,0.0
2018,José Ramírez,CLE,2010-present,698,29,3.1,4.8,4.9,4.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,José Ramírez,CLE,2010-present,542,17,1.5,2.8,3.3,4.3,0.0,15.5,15.3,0.7,66.2,2.0,0.0,0.0,0.2
2020,José Ramírez,CLE,2010-present,254,12,4.1,4.9,4.0,4.1,0.0,73.2,26.8,0.0,0.0,0.0,0.0,0.0,0.0
2021,José Ramírez,CLE,2010-present,636,30,2.9,4.7,4.2,4.9,0.0,0.0,99.8,0.0,0.0,0.2,0.0,0.0,0.0
2022,José Ramírez,CLE,2010-present,685,27,3.9,4.7,3.8,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,José Ramírez,CLE,2010-present,691,23,4.4,3.3,3.9,3.7,0.0,27.8,72.2,0.0,0.0,0.0,0.0,0.0,0.0
2024,José Ramírez,CLE,2010-present,214,8,3.2,4.4,1.0,4.2,0.0,7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Manny Ramirez,CLE,1970-2009,571,18,4.1,4.3,4.2,1.0,0.0,0.4,0.5,0.0,11.6,34.5,52.7,0.2,0.2
1996,Manny Ramirez,CLE,1970-2009,647,20,3.6,4.3,4.1,2.0,0.0,0.0,1.2,0.6,41.9,33.4,20.6,2.3,0.0
1997,Manny Ramirez,CLE,1970-2009,651,21,4.7,3.5,4.0,0.3,0.0,0.0,35.5,27.5,4.8,32.3,0.0,0.0,0.0
1998,Manny Ramirez,CLE,1970-2009,663,23,3.1,4.8,3.7,1.6,0.0,0.0,16.3,47.8,35.3,0.0,0.6,0.0,0.0
1999,Manny Ramirez,CLE,1970-2009,640,30,4.8,4.9,4.7,1.7,0.0,0.0,0.0,99.2,0.8,0.0,0.0,0.0,0.0
2000,Manny Ramirez,CLE,1970-2009,532,20,4.9,5.0,4.8,0.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2001,Manny Ramirez,BOS,1970-2009,620,23,4.0,4.8,4.4,0.4,0.0,0.0,3.7,96.3,0.0,0.0,0.0,0.0,0.0
2002,Manny Ramirez,BOS,1970-2009,518,22,5.0,4.8,4.7,0.0,0.0,0.0,6.4,93.4,0.0,0.0,0.0,0.0,0.2
2003,Manny Ramirez,BOS,1970-2009,679,24,4.8,4.6,4.6,1.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2004,Manny Ramirez,BOS,1970-2009,663,20,4.2,4.9,4.3,0.4,0.0,0.0,32.7,67.1,0.0,0.0,0.0,0.0,0.2
2005,Manny Ramirez,BOS,1970-2009,650,20,3.6,4.9,4.4,1.1,0.0,0.3,21.8,77.7,0.0,0.0,0.0,0.0,0.2
2006,Manny Ramirez,BOS,1970-2009,558,19,4.6,4.8,5.0,0.1,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.4
2007,Manny Ramirez,BOS,1970-2009,569,10,3.7,3.6,4.1,0.6,0.0,3.0,1.6,95.1,0.0,0.0,0.0,0.4,0.0
2008,Manny Ramirez,- - -,1970-2009,654,26,4.9,4.8,4.4,1.4,0.0,0.0,18.2,81.3,0.0,0.0,0.0,0.2,0.3
2005,José Reyes,NYM,1970-2009,733,14,2.1,0.7,0.2,5.0,96.9,1.9,0.0,0.0,0.0,0.0,1.1,0.0,0.1
2006,José Reyes,NYM,1970-2009,703,28,4.0,2.8,1.5,5.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
2007,José Reyes,NYM,1970-2009,765,25,2.3,1.3,3.1,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,José Reyes,NYM,1970-2009,763,26,3.8,2.3,2.1,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,José Reyes,NYM,2010-present,603,15,3.3,1.7,0.5,4.8,84.1,1.2,14.4,0.0,0.0,0.0,0.0,0.3,0.0
2011,José Reyes,NYM,2010-present,586,24,4.9,2.0,1.6,5.0,99.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
2012,José Reyes,MIA,2010-present,716,19,3.3,1.8,2.7,4.8,60.2,1.1,38.7,0.0,0.0,0.0,0.0,0.0,0.0
2014,José Reyes,TOR,2010-present,655,18,4.1,1.2,1.2,4.7,99.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2015,José Reyes,- - -,2010-present,519,8,2.8,0.7,0.9,4.0,65.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,José Reyes,NYM,2010-present,561,10,0.6,1.8,2.3,4.9,26.4,24.1,0.0,0.0,0.0,13.0,24.2,9.1,3.2
2019,Bryan Reynolds,PIT,2010-present,546,20,4.5,1.8,2.2,2.8,0.0,76.6,1.5,0.0,14.8,2.2,2.2,1.1,1.6
2020,Bryan Reynolds,PIT,2010-present,208,4,0.1,1.7,3.2,3.3,9.1,7.7,16.3,1.9,47.1,12.5,4.8,0.0,0.5
2021,Bryan Reynolds,PIT,2010-present,646,28,4.5,3.1,3.9,3.7,0.3,4.8,93.2,0.0,0.2,0.0,0.0,0.0,1.5
2022,Bryan Reynolds,PIT,2010-present,614,17,2.8,3.4,2.7,3.1,0.8,86.5,12.4,0.0,0.0,0.0,0.0,0.3,0.0
2023,Bryan Reynolds,PIT,2010-present,640,16,2.5,3.3,2.0,3.8,0.0,99.7,0.2,0.0,0.0,0.0,0.0,0.0,0.2
2024,Bryan Reynolds,PIT,2010-present,224,5,2.6,2.6,3.6,2.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Cal Ripken Jr.,BAL,1970-2009,655,23,1.6,4.1,1.4,2.5,0.0,1.5,14.7,0.0,11.8,37.9,18.0,13.1,3.1
1983,Cal Ripken Jr.,BAL,1970-2009,726,36,4.7,4.2,2.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Cal Ripken Jr.,BAL,1970-2009,716,38,4.3,4.0,3.7,2.4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Cal Ripken Jr.,BAL,1970-2009,718,25,3.5,3.5,3.1,2.1,0.0,0.0,96.0,0.6,3.5,0.0,0.0,0.0,0.0
1986,Cal Ripken Jr.,BAL,1970-2009,707,28,3.3,3.1,3.2,1.2,0.0,0.0,53.5,17.3,29.3,0.0,0.0,0.0,0.0
1987,Cal Ripken Jr.,BAL,1970-2009,717,19,0.8,2.5,3.5,1.1,0.0,0.0,92.1,0.7,7.3,0.0,0.0,0.0,0.0
1988,Cal Ripken Jr.,BAL,1970-2009,689,23,2.0,3.2,4.8,0.5,0.0,4.2,92.7,1.7,1.3,0.0,0.0,0.0,0.0
1989,Cal Ripken Jr.,BAL,1970-2009,712,29,1.9,3.1,2.2,0.5,0.0,0.7,80.2,19.1,0.0,0.0,0.0,0.0,0.0
1990,Cal Ripken Jr.,BAL,1970-2009,695,28,1.2,3.5,3.7,1.4,0.0,0.0,59.6,11.4,19.1,9.9,0.0,0.0,0.0
1991,Cal Ripken Jr.,BAL,1970-2009,717,35,4.8,4.8,1.6,2.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
